year,month,salary_min_aud,salary_max_aud,salary_median_aud,number_of_openings,demand_index,remote_availability,salary_range_aud,salary_variability,salary_bracket,salary_log_median,quarter,month_name,is_high_demand,openings_level,experience_numeric,remote_flag,metro_city,cost_region,city_salary_adjusted_index,job_market_pressure,competitiveness_score,seasonal_hiring_score,job_title_encoded,industry_encoded,city_encoded,region_encoded,education_requirement_encoded,job_type_encoded,skills_required_encoded,hiring_trend_encoded,season_encoded
2025,3,63769,97751,80760,58,85,Yes,33982,0.4207776126743341,Medium,11.29924945471762,1,Mar,1,High,1,1,1,Medium,88836.0,0.6744186046511628,62.65116279069768,2,14,2,10,7,0,1,5,2,0
2025,6,58755,92867,75811,33,90,No,34112,0.4499610874352012,Medium,11.236011870446193,2,Jun,1,High,2,0,0,Low,68229.90000000001,0.3626373626373626,63.27472527472528,3,13,3,9,1,3,2,14,2,3
2025,1,44798,81956,63377,24,76,Yes,37158,0.5863010240215488,Low,11.056872077051215,1,Jan,1,High,1,1,0,Low,57039.3,0.3116883116883117,57.97662337662338,1,11,10,11,3,3,2,13,2,2
2025,6,43397,78541,60969,13,51,No,35144,0.5764240843612914,Low,11.01813721890186,2,Jun,0,Medium,1,0,0,Low,54872.1,0.25,35.099999999999994,3,13,3,6,3,3,1,14,1,3
2025,3,57506,127654,92580,44,62,No,70148,0.7577014473886617,Medium,11.435839215995925,1,Mar,1,High,2,0,0,Low,83322.0,0.6984126984126984,45.8031746031746,2,7,9,5,6,0,0,11,2,0
2025,8,43246,90736,66991,35,89,No,47490,0.7089011956724203,Low,11.112328488258925,3,Aug,1,High,2,0,0,Low,60291.9,0.3888888888888889,62.62222222222222,3,0,5,9,1,3,0,4,2,3
2025,2,69368,152158,110763,17,50,No,82790,0.7474517663773331,Medium,11.61515709075342,1,Feb,0,Medium,2,0,0,Low,99686.7,0.3333333333333333,39.333333333333336,1,11,10,11,3,1,0,13,1,2
2025,6,87374,150020,118697,5,53,No,62646,0.5277808200668275,Medium,11.684337731256146,2,Jun,0,Low,3,0,0,Low,106827.3,0.0925925925925925,46.614814814814814,3,6,6,7,5,0,2,6,1,3
2025,10,56479,124191,90335,41,80,Yes,67712,0.7495655061631753,Medium,11.411291331053215,4,Oct,1,High,2,1,0,Low,81301.5,0.5061728395061729,64.98765432098766,4,11,10,6,3,0,2,13,2,1
2025,10,39886,58234,49060,29,56,Yes,18348,0.3739910313825114,Low,10.800819700808985,4,Oct,0,High,1,1,0,Low,44154.0,0.5087719298245614,45.58245614035088,4,7,9,11,3,0,0,11,1,1
2025,6,71570,155352,113461,22,62,No,83782,0.7384211314836074,Medium,11.639223258082858,2,Jun,1,High,1,0,1,Medium,124807.1,0.3492063492063492,41.5015873015873,3,10,8,3,0,3,2,10,2,3
2025,6,67033,127165,97099,10,44,No,60132,0.6192854715226801,Medium,11.483496654279415,2,Jun,0,Medium,2,0,0,Low,87389.1,0.2222222222222222,35.95555555555556,3,6,6,14,1,0,0,6,1,3
2025,6,80434,152666,116550,7,80,Yes,72232,0.6197511797458624,Medium,11.666084224435677,2,Jun,1,Medium,2,1,0,Low,104895.0,0.0864197530864197,65.82716049382717,3,12,8,11,3,0,0,8,2,3
2025,6,38622,79934,59278,22,53,No,41312,0.6969195991650036,Low,10.990010390731866,2,Jun,0,High,1,0,0,Low,53350.2,0.4074074074074074,35.98518518518518,3,2,1,5,6,0,1,1,1,3
2025,10,71949,123619,97784,52,76,No,51670,0.528409555750139,Medium,11.490526470026747,4,Oct,1,High,2,0,0,Low,88005.6,0.6753246753246753,54.24935064935065,4,1,0,5,6,3,1,12,2,1
2025,8,81986,127906,104946,40,95,Yes,45920,0.4375583633446005,Medium,11.561210739799725,3,Aug,1,High,2,1,1,Low,94451.4,0.4166666666666667,74.16666666666667,3,4,8,0,4,0,2,9,2,3
2025,6,54610,72392,63501,20,68,No,17782,0.2800270861832092,Low,11.058826680447783,2,Jun,1,Medium,1,0,0,Low,57150.9,0.2898550724637681,45.22028985507246,3,2,1,11,3,3,0,1,2,3
2025,2,79020,133764,106392,38,95,Yes,54744,0.5145499661580331,Medium,11.574895064251772,1,Feb,1,High,2,1,1,Medium,117031.2,0.3958333333333333,74.20833333333333,1,14,2,10,7,1,2,5,2,2
2025,6,65125,93619,79372,23,48,Yes,28494,0.3589930957975232,Medium,11.281913539027151,2,Jun,0,High,2,1,0,Low,71434.8,0.4693877551020408,45.86122448979592,3,0,5,13,3,0,0,4,1,3
2025,8,51015,69107,60061,32,65,Yes,18092,0.3012270857910919,Low,11.003132641016188,3,Aug,1,High,1,1,0,Low,54054.9,0.4848484848484848,51.03030303030303,3,2,1,5,6,0,2,1,2,3
2025,7,83340,128116,105728,50,95,No,44776,0.423501815976624,Medium,11.568634495628311,3,Jul,1,High,2,0,1,Medium,116300.8,0.5208333333333334,65.95833333333333,3,7,9,3,0,0,1,11,2,3
2025,2,71017,116625,93821,17,93,Yes,45608,0.4861171805833863,Medium,11.449154649071565,1,Feb,1,Medium,2,1,0,Low,84438.90000000001,0.1808510638297872,73.43829787234043,1,6,6,5,6,0,2,6,2,2
2025,8,41678,71760,56719,52,78,Yes,30082,0.530369012138254,Low,10.94588216120601,3,Aug,1,High,1,1,0,Low,51047.1,0.6582278481012658,58.483544303797466,3,8,4,13,3,3,0,2,2,3
2025,6,81039,121429,101234,16,42,Yes,40390,0.3989766284015353,Medium,11.525199825845617,2,Jun,0,Medium,2,1,1,High,126542.5,0.3720930232558139,42.45581395348837,3,0,5,12,1,3,1,4,1,3
2025,1,40639,56231,48435,39,59,No,15592,0.3219159698498623,Low,10.787998617874257,1,Jan,0,High,1,0,0,Low,43591.5,0.65,39.1,1,3,11,4,2,0,2,3,1,2
2025,3,84491,113677,99084,57,95,Yes,29186,0.2945581526755625,Medium,11.503733346601312,1,Mar,1,High,1,1,0,Low,89175.6,0.59375,68.8125,2,10,8,5,6,1,0,10,2,0
2025,10,41851,70363,56107,59,89,No,28512,0.5081718858518871,Low,10.935033683839562,4,Oct,1,High,1,0,1,Low,50496.3,0.6555555555555556,57.08888888888889,4,2,1,0,4,0,0,1,2,1
2025,9,40996,55308,48152,40,52,No,14312,0.2972254527268395,Low,10.782138720581328,3,Sep,0,High,1,0,1,Low,43336.8,0.7547169811320755,34.69056603773585,4,0,5,0,4,0,1,4,1,1
2025,4,70414,104802,87608,17,63,No,34388,0.3925212309333335,Medium,11.380639011373146,2,Apr,1,Medium,1,0,0,Low,78847.2,0.265625,42.26875,2,5,8,13,3,0,0,0,2,0
2025,11,70509,145773,108141,45,63,No,75264,0.6959802480031073,Medium,11.591200457309084,4,Nov,1,High,1,0,1,Medium,118955.1,0.703125,41.39375,4,5,8,10,7,4,1,0,2,1
2025,12,74140,101372,87756,15,47,No,27232,0.3103149642154347,Medium,11.38232691022626,4,Dec,0,Medium,2,0,0,Low,78980.40000000001,0.3125,37.575,1,8,4,11,3,1,0,2,1,2
2025,1,50906,80286,65596,31,47,No,29380,0.4478931642105023,Low,11.091285242179136,1,Jan,0,High,1,0,0,Low,59036.4,0.6458333333333334,31.90833333333333,1,1,0,13,3,0,1,12,1,2
2025,10,39093,84189,61641,10,47,No,45096,0.7315909865068446,Low,11.029098735371011,4,Oct,0,Medium,1,0,0,Low,55476.9,0.2083333333333333,32.78333333333334,4,9,7,4,2,3,0,7,1,1
2025,1,68195,101433,84814,22,76,Yes,33238,0.3918928478742673,Medium,11.348227692929823,1,Jan,1,High,2,1,0,Low,76332.6,0.2857142857142857,63.02857142857143,1,11,10,13,3,3,2,13,2,2
2025,6,38819,70849,54834,40,78,No,32030,0.584126636747563,Low,10.912083955194309,2,Jun,1,High,1,0,0,Low,49350.6,0.5063291139240507,50.7873417721519,3,6,6,14,1,0,1,6,2,3
2025,12,61781,117033,89407,29,71,Yes,55252,0.6179829319782794,Medium,11.400965442616632,4,Dec,1,High,2,1,1,Low,80466.3,0.4027777777777778,59.79444444444445,1,12,8,0,4,0,0,8,2,2
2025,3,42209,86511,64360,37,83,Yes,44302,0.6883467992434998,Low,11.072263138586608,1,Mar,1,High,2,1,0,Low,57924.0,0.4404761904761904,66.91904761904762,2,3,11,11,3,1,2,3,2,0
2025,4,79084,131894,105489,15,57,Yes,52810,0.5006209178160698,Medium,11.566371440675852,2,Apr,0,Medium,2,1,1,Medium,116037.9,0.2586206896551724,51.68275862068965,2,2,1,1,3,0,0,1,1,0
2025,2,53167,80057,66612,26,59,Yes,26890,0.4036810184290566,Low,11.106655032675572,1,Feb,0,High,1,1,0,Low,59950.8,0.4333333333333333,47.53333333333333,1,9,7,4,2,0,0,7,1,2
2025,9,51635,99153,75394,24,63,Yes,47518,0.6302623550862103,Medium,11.230496238799896,3,Sep,1,High,1,1,1,Medium,82933.40000000001,0.375,50.05,4,1,0,3,0,1,0,12,2,1
2025,2,67251,134931,101091,48,95,No,67680,0.6694958008065061,Medium,11.523786272302974,1,Feb,1,High,2,0,1,Medium,111200.1,0.5,66.0,1,9,7,10,7,0,2,7,2,2
2025,11,50385,115839,83112,35,79,Yes,65454,0.78753970544822,Medium,11.32795640663486,4,Nov,1,High,2,1,0,Low,74800.8,0.4375,64.525,4,6,6,7,5,0,2,6,2,1
2025,3,57471,80005,68738,31,86,No,22534,0.3278244929976458,Low,11.138072002727451,1,Mar,1,High,1,0,0,Low,61864.2,0.3563218390804598,55.88735632183908,2,2,1,6,3,0,0,1,2,0
2025,2,39307,57249,48278,29,47,No,17942,0.3716392559681089,Low,10.784751962486604,1,Feb,0,High,1,0,1,High,60347.5,0.6041666666666666,31.99166666666667,1,3,11,8,6,3,1,3,1,2
2025,1,36826,71744,54285,8,52,No,34918,0.643234779393143,Low,10.9020216457913,1,Jan,0,Medium,1,0,1,Medium,59713.50000000001,0.1509433962264151,35.89811320754717,1,3,11,1,3,0,2,3,1,2
2025,2,74540,136422,105481,21,86,Yes,61882,0.5866648969901057,Medium,11.566295601227928,1,Feb,1,High,2,1,0,Low,94932.9,0.2413793103448276,69.11724137931034,1,2,1,13,3,3,2,1,2,2
2025,4,59304,122052,90678,24,64,No,62748,0.6919870310252544,Medium,11.415081076770628,2,Apr,1,High,1,0,1,High,113347.5,0.3692307692307692,42.66153846153846,2,14,2,8,6,0,1,5,2,0
2025,10,73350,112868,93109,45,67,No,39518,0.4244272841462756,Medium,11.441536868882576,4,Oct,1,High,2,0,0,Low,83798.1,0.6617647058823529,48.87647058823529,4,14,2,14,1,3,1,5,2,1
2025,9,54617,127121,90869,20,60,No,72504,0.7978958720708065,Medium,11.417185192689391,3,Sep,1,Medium,2,0,0,Low,81782.1,0.3278688524590163,45.34426229508197,4,14,2,5,6,0,2,5,1,1
2025,12,63137,126665,94901,9,74,Yes,63528,0.6694133886822119,Medium,11.460600059191544,4,Dec,1,Medium,2,1,0,Low,85410.90000000001,0.12,62.16,1,4,8,14,1,1,0,9,2,2
2025,11,55297,104173,79735,10,50,No,48876,0.6129804978916037,Medium,11.286476456647293,4,Nov,0,Medium,2,0,1,Low,71761.5,0.196078431372549,39.6078431372549,4,13,3,0,4,0,0,14,1,1
2025,2,40151,68625,54388,32,58,Yes,28474,0.5235346032116729,Low,10.903917206515317,1,Feb,0,High,1,1,0,Low,48949.2,0.5423728813559322,46.715254237288136,1,7,9,14,1,0,2,11,1,2
2025,1,85637,141305,113471,53,95,No,55668,0.4905923099250858,Medium,11.63931138943388,1,Jan,1,High,2,0,1,Medium,124818.1,0.5520833333333334,65.89583333333333,1,14,2,1,3,1,1,5,2,2
2025,7,64726,111252,87989,8,53,No,46526,0.5287706417787591,Medium,11.384978450639606,3,Jul,0,Medium,2,0,0,Low,79190.1,0.1481481481481481,41.5037037037037,3,14,2,13,3,0,2,5,1,3
2025,4,35000,69470,50852,13,77,Yes,34470,0.67784944543621,Low,10.836694396786596,2,Apr,1,Medium,1,1,0,Low,45766.8,0.1666666666666666,58.86666666666666,2,3,11,7,5,1,2,3,2,0
2025,1,79417,109747,94582,46,65,No,30330,0.3206741240371247,Medium,11.457233034874356,1,Jan,1,High,1,0,1,Medium,104040.2,0.696969696969697,42.60606060606061,1,4,8,10,7,0,2,9,2,2
2025,4,73691,126535,100113,18,70,Yes,52844,0.5278435367981397,Medium,11.514064815663652,2,Apr,1,Medium,3,1,1,Medium,110124.3,0.2535211267605634,64.49295774647888,2,3,11,1,3,1,1,3,2,0
2025,4,82880,128442,105661,34,91,No,45562,0.4312092446557272,Medium,11.568000599178191,2,Apr,1,High,2,0,0,Low,95094.9,0.3695652173913043,63.860869565217385,2,8,4,4,2,0,0,2,2,0
2025,10,72774,92868,82821,54,90,Yes,20094,0.2426196254543821,Medium,11.32444900556432,4,Oct,1,High,2,1,0,Low,74538.90000000001,0.5934065934065934,70.81318681318682,4,11,10,7,5,3,1,13,2,1
2025,8,38773,52103,45438,30,52,Yes,13330,0.2933667855034692,Low,10.72412604611062,3,Aug,0,High,1,1,0,Low,40894.2,0.5660377358490566,43.06792452830189,3,3,11,7,5,3,0,3,1,3
2025,8,56988,114244,85616,37,95,Yes,57256,0.6687535040101296,Medium,11.357639140542677,3,Aug,1,High,2,1,0,Low,77054.40000000001,0.3854166666666667,74.22916666666667,3,11,10,4,2,2,2,13,2,3
2025,3,42844,80390,61617,16,53,No,37546,0.6093448236589035,Low,11.028709314629436,1,Mar,0,Medium,1,0,0,Low,55455.3,0.2962962962962963,36.2074074074074,2,11,10,13,3,3,2,13,1,0
2025,8,80692,109082,94887,23,66,Yes,28390,0.2991979933995258,Medium,11.460452527709112,3,Aug,1,High,2,1,1,Medium,104375.7,0.3432835820895522,56.9134328358209,3,0,5,10,7,3,1,4,2,3
2025,7,35000,63089,49010,48,86,No,28089,0.5731279330631885,Low,10.79980004169462,3,Jul,1,High,1,0,0,Low,44109.0,0.5517241379310345,55.49655172413793,3,3,11,13,3,0,1,3,2,3
2025,2,40839,92651,66745,40,63,No,51812,0.7762678852232188,Low,11.108649649373282,1,Feb,1,High,1,0,1,High,83431.25,0.625,41.55,1,13,3,12,1,0,1,14,2,2
2025,11,62145,118503,90324,28,79,Yes,56358,0.6239537664339052,Medium,11.41116955601584,4,Nov,1,High,2,1,0,Low,81291.6,0.35,64.7,4,1,0,4,2,0,1,12,2,1
2025,6,42551,76211,59381,32,95,Yes,33660,0.566847981668095,Low,10.991746429124746,2,Jun,1,High,2,1,0,Low,53442.9,0.3333333333333333,74.33333333333333,3,3,11,11,3,0,2,3,2,3
2025,10,77012,104084,90548,27,72,Yes,27072,0.2989795467564278,Medium,11.41364641962827,4,Oct,1,High,2,1,0,Low,81493.2,0.3698630136986301,60.460273972602735,4,8,4,7,5,0,2,2,2,1
2025,7,46074,72520,59297,41,78,Yes,26446,0.4459922087045552,Low,10.990330857604238,3,Jul,1,High,1,1,0,Low,53367.3,0.5189873417721519,58.76202531645569,3,13,3,5,6,0,2,14,2,3
2025,1,56265,98355,77310,17,59,No,42090,0.5444315095001367,Medium,11.25559152716813,1,Jan,0,Medium,2,0,1,High,96637.5,0.2833333333333333,44.83333333333333,1,3,11,12,1,0,2,3,1,2
2025,7,43492,89296,66394,30,58,No,45804,0.6898816157982668,Low,11.103377031424428,3,Jul,0,High,1,0,1,Medium,73033.40000000001,0.5084745762711864,38.78305084745762,3,9,7,10,7,2,1,7,1,3
2025,4,60380,101682,81031,22,50,Yes,41302,0.5097061618330059,Medium,11.302599417366633,2,Apr,0,High,1,1,1,Medium,89134.1,0.4313725490196078,42.13725490196079,2,8,4,10,7,0,1,2,1,0
2025,7,46800,77172,61986,63,86,Yes,30372,0.4899816087424583,Low,11.034679964622493,3,Jul,1,High,1,1,0,Low,55787.4,0.7241379310344828,63.15172413793103,3,11,10,11,3,0,2,13,2,3
2025,9,86351,113621,99986,17,63,Yes,27270,0.2727381833429406,Medium,11.512795456519497,3,Sep,1,Medium,2,1,0,Low,89987.40000000001,0.265625,55.26875,4,1,0,9,1,0,2,12,2,1
2025,3,76357,100517,88437,7,62,Yes,24160,0.2731888236793063,Medium,11.39005702051396,1,Mar,1,Medium,2,1,0,Low,79593.3,0.1111111111111111,54.977777777777774,2,9,7,6,3,0,0,7,2,0
2025,10,55735,97885,76810,22,76,Yes,42150,0.5487566723011489,Medium,11.249103138046111,4,Oct,1,High,1,1,1,High,96012.5,0.2857142857142857,58.02857142857143,4,1,0,12,1,0,2,12,2,1
2025,8,68073,103025,85549,9,51,No,34952,0.4085611754619159,Medium,11.35685627932034,3,Aug,0,Medium,2,0,1,Medium,94103.9,0.173076923076923,40.25384615384615,3,0,5,1,3,0,2,4,1,3
2025,6,49708,75386,62547,26,84,Yes,25678,0.4105392744590381,Low,11.0436895409634,2,Jun,1,High,1,1,0,Low,56292.3,0.3058823529411765,62.78823529411765,3,2,1,9,1,0,2,1,2,3
2025,3,56294,73446,64870,19,43,Yes,17152,0.2644057345419391,Low,11.080155961534562,1,Mar,0,Medium,1,1,1,Medium,71357.0,0.4318181818181818,37.93636363636363,2,7,9,3,0,0,2,11,1,0
2025,6,50699,90633,70666,48,78,Yes,39934,0.5651091047948786,Medium,11.165733981956048,2,Jun,1,High,1,1,1,Low,63599.4,0.6075949367088608,58.58481012658228,3,1,0,0,4,1,0,12,2,3
2025,10,35204,73108,54156,50,90,No,37904,0.6999039810787373,Low,10.899642514619202,4,Oct,1,High,1,0,1,High,67695.0,0.5494505494505495,57.9010989010989,4,3,11,8,6,0,2,3,2,1
2025,7,88038,123902,105970,11,47,Yes,35864,0.3384354062438574,Medium,11.570920750757368,3,Jul,0,Medium,3,1,1,High,132462.5,0.2291666666666666,50.74166666666667,3,3,11,12,1,1,1,3,1,3
2025,5,41325,88993,65159,43,80,No,47668,0.7315643272497803,Low,11.08460106271598,2,May,1,High,1,0,0,Low,58643.1,0.5308641975308642,51.93827160493827,2,14,2,2,3,1,1,5,2,0
2025,4,44130,93516,68823,35,93,No,49386,0.7175798788091543,Low,11.139307800301184,2,Apr,1,High,2,0,0,Low,61940.7,0.3723404255319149,65.05531914893616,2,13,3,6,3,3,2,14,2,0
2025,10,76510,146922,111716,30,74,No,70412,0.6302767732408046,Medium,11.623724166852169,4,Oct,1,High,2,0,0,Low,100544.4,0.4,53.6,4,5,8,5,6,0,1,0,2,1
2025,3,61011,108271,84641,18,40,No,47260,0.5583582424527315,Medium,11.346185876302556,1,Mar,0,Medium,2,0,0,Low,76176.90000000001,0.4390243902439024,33.1219512195122,2,9,7,9,1,0,1,7,1,0
2025,1,87345,111693,99519,8,37,No,24348,0.2446567992017136,Medium,11.508113907973009,1,Jan,0,Medium,2,0,0,Low,89567.1,0.2105263157894736,31.77894736842105,1,8,4,13,3,0,1,2,0,2
2025,7,62334,137384,99859,3,35,Yes,75050,0.7515596991683118,Medium,11.5115244840546,3,Jul,0,Low,2,1,0,Low,89873.1,0.0833333333333333,38.833333333333336,3,8,4,6,3,0,0,2,0,3
2025,5,45266,79866,62566,18,74,No,34600,0.553016015079228,Low,11.043993261542804,2,May,1,Medium,1,0,0,Low,56309.4,0.24,48.92,2,14,2,7,5,0,2,5,2,0
2025,8,35797,82971,59384,28,60,Yes,47174,0.794389061013162,Low,10.99179694820834,3,Aug,1,High,1,1,1,Low,53445.6,0.4590163934426229,48.08196721311475,3,1,0,0,4,0,1,12,1,3
2025,3,69222,147792,108507,17,62,No,78570,0.7241007492537431,Medium,11.594579181963422,1,Mar,1,Medium,2,0,0,Low,97656.3,0.2698412698412698,46.66031746031746,2,12,8,7,5,0,1,8,2,0
2025,2,78410,112088,95249,12,71,Yes,33678,0.3535785152562906,Medium,11.464260292988946,1,Feb,1,Medium,1,1,1,Medium,104773.9,0.1666666666666666,55.266666666666666,1,10,8,3,0,0,0,10,2,2
2025,3,50179,112393,81286,35,95,Yes,62214,0.7653716507053445,Medium,11.30574138115126,1,Mar,1,High,2,1,0,Low,73157.40000000001,0.3645833333333333,74.27083333333333,2,6,6,6,3,0,0,6,2,0
2025,9,77812,124020,100916,55,95,Yes,46208,0.4578857663754223,Medium,11.5220536757971,3,Sep,1,High,1,1,1,High,126145.0,0.5729166666666666,68.85416666666667,4,4,8,8,6,3,2,9,2,1
2025,5,77163,114149,95656,37,88,Yes,36986,0.3866563519236989,Medium,11.46852415567206,2,May,1,High,2,1,0,Low,86090.40000000001,0.4157303370786517,69.9685393258427,2,8,4,4,2,0,1,2,2,0
2025,2,64052,124892,94472,11,41,No,60840,0.6440003387178848,Medium,11.456069358372016,1,Feb,0,Medium,2,0,1,Low,85024.8,0.2619047619047619,34.07619047619047,1,1,0,0,4,0,2,12,1,2
2025,2,60044,104784,82414,19,56,Yes,44740,0.5428689300295718,Medium,11.319522738165457,1,Feb,0,Medium,2,1,0,Low,74172.6,0.3333333333333333,50.93333333333334,1,13,3,9,1,0,0,14,1,2
2025,2,75339,157829,116584,26,81,Yes,82490,0.7075584985872199,Medium,11.666375899683093,1,Feb,1,High,2,1,0,Low,104925.6,0.3170731707317073,65.96585365853657,1,4,8,9,1,0,2,9,2,2
2025,3,51561,98683,75122,36,95,No,47122,0.6272729692949167,Medium,11.226882049186957,1,Mar,1,High,2,0,0,Low,67609.8,0.375,66.25,2,13,3,13,3,2,2,14,2,0
2025,1,47280,64092,55686,24,61,Yes,16812,0.3019071220719407,Low,10.92750200549721,1,Jan,1,High,1,1,1,Medium,61254.600000000006,0.3870967741935484,48.825806451612905,1,3,11,3,0,1,0,3,2,2
2025,7,48570,62250,55410,42,74,No,13680,0.2468868435255931,Low,10.922533408982428,3,Jul,1,High,1,0,0,Low,49869.0,0.56,48.28,3,11,10,11,3,0,0,13,2,3
2025,3,68768,138444,103606,15,71,Yes,69676,0.6725093141258952,Medium,11.5483601740925,1,Mar,1,Medium,2,1,0,Low,93245.4,0.2083333333333333,60.18333333333334,2,1,0,7,5,0,2,12,2,0
2025,4,50953,98887,74920,24,47,Yes,47934,0.6398024559444768,Medium,11.224189504039687,2,Apr,0,High,2,1,0,Low,67428.0,0.5,45.2,2,13,3,9,1,0,0,14,1,0
2025,5,41877,94579,68228,15,47,Yes,52702,0.772439467655912,Low,11.130624973392525,2,May,0,Medium,2,1,1,High,85285.0,0.3125,45.575,2,3,11,12,1,2,1,3,1,0
2025,5,63419,106679,85049,23,60,No,43260,0.5086479558782744,Medium,11.350994597824007,2,May,1,High,2,0,0,Low,76544.1,0.3770491803278688,45.24590163934426,2,2,1,4,2,2,2,1,1,0
2025,5,73095,99761,86428,8,46,Yes,26666,0.3085342712973974,Medium,11.367078546623056,2,May,0,Medium,2,1,0,Low,77785.2,0.1702127659574468,45.2595744680851,2,11,10,2,3,3,2,13,1,0
2025,6,48015,74633,61324,15,69,Yes,26618,0.4340551823032735,Low,11.02394286912669,2,Jun,1,Medium,1,1,0,Low,55191.6,0.2142857142857142,53.97142857142857,3,7,9,7,5,3,0,11,2,3
2025,2,68703,131987,100345,12,83,Yes,63284,0.6306642084744565,Medium,11.516379492941743,1,Feb,1,Medium,2,1,0,Low,90310.5,0.1428571428571428,67.5142857142857,1,4,8,14,1,1,0,9,2,2
2025,11,49792,76962,63377,27,63,No,27170,0.4287044195776274,Low,11.056872077051215,4,Nov,1,High,1,0,1,Medium,69714.70000000001,0.421875,41.95625,4,0,5,1,3,0,0,4,2,1
2025,3,36792,83670,60231,16,53,Yes,46878,0.7783035313911723,Low,11.005959051529958,1,Mar,0,Medium,1,1,0,Low,54207.9,0.2962962962962963,44.2074074074074,2,9,7,9,1,0,0,7,1,0
2025,10,51913,116953,84433,35,84,Yes,65040,0.7703149242503486,Medium,11.343725443066244,4,Oct,1,High,1,1,0,Low,75989.7,0.4117647058823529,62.576470588235296,4,10,8,11,3,0,0,10,2,1
2025,11,36717,81479,59098,46,56,No,44762,0.7574198788324914,Low,10.986969282777263,4,Nov,0,High,1,0,0,Low,53188.2,0.8070175438596491,36.9859649122807,4,0,5,13,3,1,1,4,1,1
2025,11,88186,160060,124123,12,42,No,71874,0.5790546474015368,Medium,11.729036344920257,4,Nov,0,Medium,2,0,0,Low,111710.7,0.2790697674418604,34.64186046511628,4,5,8,13,3,0,0,0,1,1
2025,12,63635,119411,91523,27,53,No,55776,0.6094205827976638,Medium,11.424356511952238,4,Dec,0,High,1,0,0,Low,82370.7,0.5,35.8,1,5,8,4,2,0,1,0,1,2
2025,7,52071,76783,64427,35,62,No,24712,0.3835658962797652,Low,11.07330360021057,3,Jul,1,High,2,0,0,Low,57984.3,0.5555555555555556,46.08888888888888,3,3,11,9,1,0,1,3,2,3
2025,10,65885,126729,96307,46,95,Yes,60844,0.6317713146434655,Medium,11.47530666806372,4,Oct,1,High,2,1,0,Low,86676.3,0.4791666666666667,74.04166666666667,4,11,10,2,3,0,2,13,2,1
2025,4,73498,124866,99182,11,79,No,51368,0.5179165574346362,Medium,11.50472190761954,2,Apr,1,Medium,1,0,1,High,123977.5,0.1375,52.125,2,8,4,12,1,0,2,2,2,0
2025,11,75824,106952,91388,13,82,Yes,31128,0.3406136473022649,Medium,11.422880400090175,4,Nov,1,Medium,2,1,0,Low,82249.2,0.1566265060240964,66.8867469879518,4,2,1,11,3,0,0,1,2,1
2025,4,54511,69747,62129,42,61,No,15236,0.2452316953396122,Low,11.03698424305774,2,Apr,1,High,1,0,0,Low,55916.1,0.6774193548387096,40.245161290322585,2,13,3,4,2,0,2,14,2,0
2025,4,44104,88468,66286,14,59,No,44364,0.6692815979140501,Low,11.101749078516692,2,Apr,0,Medium,1,0,0,Low,59657.4,0.2333333333333333,39.93333333333333,2,8,4,2,3,1,2,2,1,0
2025,11,48219,74651,61435,34,94,No,26432,0.4302433466195126,Low,11.025751261535518,4,Nov,1,High,1,0,0,Low,55291.5,0.3578947368421052,60.68421052631579,4,8,4,9,1,0,0,2,2,1
2025,7,47074,108452,77763,15,66,Yes,61378,0.7892956804548527,Medium,11.26143387814053,3,Jul,1,Medium,2,1,0,Low,69986.7,0.2238805970149253,57.15223880597015,3,0,5,4,2,2,0,4,2,3
2025,10,73750,94048,83899,3,55,Yes,20298,0.2419337536771364,Medium,11.337380892455297,4,Oct,0,Low,2,1,0,Low,75509.1,0.0535714285714285,50.892857142857146,4,11,10,13,3,2,2,13,1,1
2025,10,61920,106348,84134,21,65,Yes,44428,0.528062376678536,Medium,11.340177930610547,4,Oct,1,High,2,1,0,Low,75720.6,0.3181818181818182,56.36363636363637,4,11,10,11,3,1,2,13,2,1
2025,2,60459,106795,83627,17,40,No,46336,0.5540794241028127,Medium,11.33413367122652,1,Feb,0,Medium,2,0,0,Low,75264.3,0.4146341463414634,33.170731707317074,1,8,4,4,2,0,1,2,1,2
2025,10,78124,112916,95520,16,46,No,34792,0.3642378559425854,Medium,11.467101397583354,4,Oct,0,Medium,2,0,1,Low,85968.0,0.3404255319148936,36.91914893617021,4,11,10,0,4,0,0,13,1,1
2025,10,69360,94048,81704,21,66,No,24688,0.3021639087400597,Medium,11.310870478485883,4,Oct,1,High,2,0,1,Low,73533.6,0.3134328358208955,48.97313432835821,4,11,10,0,4,0,1,13,2,1
2025,2,45832,74698,60265,35,61,Yes,28866,0.478984485182461,Low,11.006523376264015,1,Feb,1,High,1,1,0,Low,54238.5,0.5645161290322581,48.47096774193548,1,1,0,4,2,0,2,12,2,2
2025,8,59363,98919,79141,26,78,No,39556,0.4998167826979718,Medium,11.27899898629055,3,Aug,1,High,1,0,0,Low,71226.90000000001,0.3291139240506329,51.141772151898735,3,5,8,13,3,0,2,0,2,3
2025,8,65984,136194,101089,9,48,No,70210,0.6945364975348997,Medium,11.523766488148103,3,Aug,0,Medium,2,0,1,Medium,111197.9,0.1836734693877551,38.432653061224485,3,11,10,1,3,0,2,13,1,3
